loc,type,provider,estimate,RIN
9,T1,4.0,4.0,6.9
12,T1,4.0,4.0,7.8
53,A,36.0,4.0,2.2
53,A,36.0,4.0,2.3
53,A,36.0,4.0,2.3
1,T1,4.0,4.0,2.3
1,T1,13.0,4.0,4.6
1,T1,3.0,4.0,3.4
1,T2,3.0,4.0,7.0
2,T1,4.0,4.0,7.3
3,T2,38.0,4.0,7.4
8,T1,4.0,4.0,6.9
13,T5,4.0,4.0,3.9
13,T1,3.0,4.0,2.4
13,T6,3.0,4.0,7.7
16,T1,4.0,4.0,7.9
16,T2,4.0,4.0,7.9
2,T1,24.0,4.0,7.0
4,T1,4.0,4.0,7.6
7,T2,38.0,4.0,7.6
8,T2,4.0,4.0,7.2
8,T2,4.0,4.0,6.3
2,T2,24.0,4.0,7.7
2,T1,4.0,2.0,4.2
2,T2,4.0,2.0,2.1
5,T2,4.0,4.0,5.6
12,B1,4.0,2.0,2.1
12,B2,4.0,2.0,2.1
2,T5,4.0,5.0,
8,T2,4.0,5.0,
7,T2,38.0,5.0,9.8
23,T2,17.0,5.0,8.8
1,T3,4.0,5.0,9.0
1,T2,4.0,5.0,8.5
1,T5,4.0,5.0,8.6
2,T2,4.0,5.0,8.6
6,T6,4.0,5.0,8.1
1,T2,24.0,5.0,8.1
2,T2,4.0,5.0,8.4
7,T2,38.0,5.0,8.6
27,A,,5.0,
12,C1,4.0,2.0,2.5
12,C2,4.0,4.0,6.8
88,C1,4.0,4.0,7.8
94,C1,4.0,4.0,6.5
2,T1,4.0,3.0,4.0
2,T2,4.0,4.0,7.3
8,T1,4.0,4.0,6.1
2,T1,4.0,3.0,5.1
2,T2,4.0,3.0,4.6
1,T1,4.0,3.0,4.3
1,T2,4.0,4.0,6.8
12,T1,4.0,4.0,7.1
12,T1,4.0,4.0,7.1
8,T1,4.0,3.0,
8,T2,4.0,4.0,7.4
8,T5,4.0,4.0,7.6
9,T1,17.0,4.0,7.4
9,T2,17.0,4.0,6.7
4,T1,4.0,4.0,7.6
3,T3,38.0,4.0,7.7
1,T1,4.0,4.0,6.5
2,T1,4.0,3.0,3.9
2,T2,24.0,4.0,7.4
2,T5,24.0,3.0,3.5
2,T1,17.0,2.0,3.0
2,T2,17.0,4.0,7.5
1,T1,24.0,2.0,2.4
2,T1,4.0,3.0,4.2
4,T1,41.0,4.0,6.7
4,T2,41.0,4.0,7.5
1,T4,4.0,4.0,6.4
1,T5,4.0,3.0,5.7
90,B2,13.0,2.0,2.8
90,B2,13.0,3.0,4.3
90,B2,13.0,2.0,3.0
2,T1,4.0,5.0,8.2
2,T2,4.0,5.0,8.4
2,T2,24.0,5.0,9.0
8,T3,17.0,5.0,8.4
3,T2,4.0,5.0,8.9
3,T3,4.0,5.0,8.2
2,T1,17.0,5.0,8.2
3,T2,41.0,5.0,9.0
13,T4,41.0,5.0,8.2
2,T1,41.0,5.0,8.0
2,T2,41.0,5.0,8.2
2,T1,41.0,5.0,8.0
2,T2,41.0,5.0,8.1
15,T4,41.0,5.0,8.0
13,T5,4.0,5.0,7.9
67,T1,4.0,4.0,7.4
67,T2,4.0,4.0,6.9
8,T1,4.0,4.0,7.0
8,T2,4.0,0.0,
2,T1,4.0,4.0,6.0
2,T2,4.0,4.0,7.1
16,T1,24.0,4.0,6.4
2,T1,24.0,4.0,7.4
1,T2,24.0,4.0,7.7
2,T1,24.0,4.0,5.8
2,T1,24.0,4.0,7.8
2,T2,24.0,4.0,8.3
2,T1,24.0,4.0,5.7
2,T2,24.0,4.0,7.1
5,T1,4.0,4.0,6.5
5,T6,4.0,4.0,7.6
4,T1,4.0,4.0,6.8
4,T2,4.0,4.0,7.3
16,T1,17.0,4.0,6.7
16,T1,17.0,4.0,6.7
4,T1,4.0,4.0,7.0
9,T1,17.0,4.0,7.6
9,T2,17.0,4.0,7.4
3,T1,4.0,4.0,7.8
3,T2,4.0,4.0,7.9
3,T1,4.0,4.0,7.9
2,T2,17.0,4.0,7.7
3,T1,41.0,4.0,7.7
13,T5,41.0,4.0,6.8
15,T1,4.0,4.0,7.5
2,T1,4.0,4.0,7.3
2,T2,4.0,4.0,7.8
53,A,36.0,4.0,2.4
68,B2,,5.0,8.8
68,B2,,5.0,9.4
2,T2,38.0,5.0,8.7
4,T1,24.0,5.0,8.3
4,T2,24.0,5.0,8.6
5,T2,24.0,5.0,9.2
4,T1,24.0,5.0,8.2
4,T2,24.0,5.0,7.9
5,S2,24.0,5.0,8.9
1,T2,4.0,5.0,8.0
13,T2,3.0,5.0,7.9
5,T1,17.0,5.0,7.9
5,T2,17.0,5.0,8.5
2,T1,17.0,5.0,8.1
3,T1,4.0,5.0,8.0
3,T6,4.0,5.0,8.8
3,T2,17.0,5.0,9.5
2,T2,41.0,5.0,8.4
8,T2,4.0,5.0,8.6
8,T5,4.0,5.0,8.4
4,C2,38.0,5.0,8.1
1,T2,41.0,5.0,8.3
26,T1,4.0,5.0,8.9
5,T3,4.0,5.0,9.0
1,T2,41.0,5.0,8.2
1,T4,4.0,5.0,8.7
13,T5,4.0,5.0,9.0
65,T4,4.0,5.0,8.5
2,T1,4.0,5.0,7.9
2,T2,4.0,5.0,9.0
2,T1,4.0,5.0,7.9
2,T2,4.0,5.0,8.7
2,T2,41.0,5.0,9.0
3,B1,41.0,5.0,8.8
5,T1,38.0,5.0,8.2
68,B2,9.0,5.0,8.4
4,T1,13.0,5.0,8.4
4,T2,13.0,5.0,8.0
8,T1,13.0,5.0,8.3
8,T2,13.0,5.0,8.2
2,T1,38.0,4.0,7.2
5,S1,24.0,3.0,6.1
8,T1,17.0,4.0,7.3
2,T1,17.0,3.0,6.5
2,T2,17.0,3.0,5.9
1,T1,4.0,2.0,2.4
13,T1,3.0,3.0,6.6
2,T2,17.0,4.0,7.8
4,T1,4.0,4.0,7.2
4,T2,4.0,2.0,2.9
2,T1,38.0,4.0,7.7
2,T2,38.0,4.0,7.5
2,T1,41.0,3.0,6.2
2,T1,38.0,4.0,7.1
2,T2,38.0,4.0,7.7
1,T1,4.0,2.0,2.5
1,T1,4.0,2.0,2.3
4,A,36.0,4.0,7.8
4,A,40.0,2.0,2.9
4,A,40.0,0.0,
4,A,40.0,3.0,5.7
8,T1,4.0,4.0,7.1
4,T1,4.0,4.0,7.3
4,T2,4.0,4.0,7.6
4,C1,38.0,3.0,5.7
1,T1,41.0,2.0,2.4
1,T1,41.0,2.0,2.4
13,T1,4.0,3.0,6.6
2,T1,41.0,4.0,7.7
95,T1,41.0,4.0,7.8
1,T1,38.0,3.0,6.4
1,T2,38.0,4.0,7.3
5,T2,38.0,4.0,7.2
26,A,36.0,4.0,7.6
30,A,36.0,2.0,2.4
53,A,36.0,2.0,3.5
5,A,36.0,4.0,6.9
9,A,36.0,3.0,5.5
12,A,36.0,3.0,5.5
18,A,36.0,3.0,4.8
27,A,36.0,3.0,6.6
11,A,36.0,3.0,6.1
98,A,36.0,2.0,3.5
4,T1,13.0,4.0,7.3
4,T2,13.0,4.0,7.8
8,T5,41.0,4.0,7.7
4,T1,13.0,4.0,7.8
4,T2,13.0,0.0,
8,T3,3.0,0.0,
4,T1,4.0,0.0,
4,T1,13.0,4.0,7.5
4,T2,13.0,4.0,6.9
4,T1,13.0,0.0,
4,T2,13.0,4.0,7.7
4,T1,4.0,3.0,6.3
4,T2,4.0,4.0,7.8
8,T2,4.0,5.0,
4,T1,3.0,5.0,
4,T2,3.0,5.0,
4,B2,24.0,5.0,
2,T2,41.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
3,T2,4.0,5.0,8.1
5,T5,2.0,5.0,8.2
16,T5,4.0,5.0,8.7
2,T2,4.0,5.0,9.2
1,T1,3.0,5.0,8.4
13,T1,41.0,5.0,8.4
13,T3,41.0,5.0,8.4
2,T2,3.0,5.0,9.4
13,T3,3.0,5.0,8.7
2,T2,3.0,5.0,8.3
2,T1,37.0,5.0,7.6
2,T2,37.0,5.0,8.3
2,T1,3.0,5.0,8.0
5,T1,3.0,5.0,8.1
5,T2,3.0,5.0,8.1
1,T2,3.0,5.0,8.7
1,T5,3.0,5.0,8.5
8,T2,3.0,5.0,8.3
2,T1,3.0,5.0,9.0
2,T2,3.0,5.0,8.9
20,T2,3.0,5.0,8.3
23,T1,3.0,5.0,8.8
23,T2,3.0,5.0,9.2
1,T1,41.0,5.0,8.2
53,A,36.0,4.0,
53,A,36.0,4.0,3.0
99,T6,17.0,4.0,7.2
2,T1,4.0,4.0,7.2
2,T1,3.0,4.0,7.7
4,T1,3.0,4.0,7.5
32,S1,3.0,4.0,6.9
32,T6,3.0,4.0,7.3
1,T1,3.0,4.0,7.5
8,T1,3.0,4.0,7.8
20,T1,3.0,4.0,7.7
1,T1,41.0,4.0,6.9
1,T2,41.0,4.0,6.6
1,T2,41.0,4.0,7.5
95,A,,4.0,6.4
3,T3,4.0,5.0,9.6
2,T1,5.0,5.0,8.8
2,T2,5.0,5.0,8.5
18,T6,17.0,5.0,8.7
2,T1,41.0,5.0,8.7
2,T2,41.0,5.0,8.2
3,T3,4.0,5.0,8.4
9,T1,24.0,5.0,8.1
65,T5,3.0,5.0,8.7
18,T2,4.0,5.0,8.6
4,T2,4.0,5.0,8.0
16,T2,4.0,5.0,9.0
1,T2,24.0,5.0,8.5
1,T2,41.0,5.0,8.8
2,T1,17.0,5.0,8.2
2,T2,17.0,5.0,9.4
4,T2,17.0,5.0,8.6
4,T1,17.0,5.0,8.7
4,T2,17.0,5.0,9.4
5,T1,17.0,5.0,8.4
5,T2,17.0,5.0,8.6
8,T2,24.0,5.0,8.3
10,T2,38.0,5.0,9.3
13,T2,24.0,5.0,9.3
13,T5,3.0,5.0,8.9
16,T2,17.0,5.0,8.6
17,T6,24.0,5.0,8.6
65,T1,17.0,5.0,8.9
65,T6,17.0,5.0,9.4
1,T1,24.0,5.0,8.4
1,T2,24.0,5.0,9.1
1,T1,24.0,5.0,8.8
1,T1,4.0,5.0,8.3
1,T2,4.0,5.0,8.8
1,T1,24.0,5.0,8.0
2,T1,4.0,5.0,8.9
2,T6,4.0,5.0,8.0
2,T2,24.0,5.0,8.6
2,T1,4.0,5.0,8.2
2,T2,4.0,5.0,8.8
3,T2,24.0,5.0,8.2
10,T2,24.0,5.0,8.6
10,T1,4.0,5.0,8.3
10,T2,4.0,5.0,8.7
5,T2,24.0,5.0,8.2
67,T1,4.0,5.0,8.7
67,T2,4.0,5.0,9.8
8,T2,4.0,5.0,8.0
4,T1,3.0,5.0,8.8
4,T2,3.0,5.0,8.6
4,B2,24.0,5.0,7.9
2,T2,41.0,5.0,9.2
2,T1,4.0,5.0,8.7
2,T2,4.0,5.0,8.8
2,T1,4.0,5.0,9.1
2,T2,4.0,5.0,8.6
9,T2,24.0,4.0,7.7
1,T1,4.0,4.0,7.4
1,T5,4.0,4.0,7.7
2,T1,4.0,4.0,7.3
2,T2,4.0,4.0,7.0
13,T1,4.0,4.0,7.2
13,T5,4.0,4.0,7.2
4,T1,17.0,4.0,7.8
1,T2,3.0,4.0,7.5
2,T1,4.0,4.0,7.3
6,T1,4.0,4.0,7.9
1,T2,41.0,4.0,7.6
1,T1,24.0,4.0,7.4
2,T1,41.0,4.0,7.4
2,T2,41.0,4.0,7.3
2,T1,24.0,4.0,7.9
4,T1,17.0,4.0,7.4
8,T1,24.0,4.0,7.1
1,T2,24.0,4.0,7.1
3,T5,24.0,4.0,7.9
5,T1,4.0,4.0,7.0
5,T2,4.0,4.0,7.2
10,T1,24.0,4.0,7.9
1,T2,4.0,3.0,6.1
1,T1,41.0,3.0,6.4
4,T2,17.0,2.0,2.5
1,T1,24.0,0.0,
18,T1,17.0,5.0,8.1
1,T1,24.0,5.0,8.5
1,T1,41.0,5.0,7.3
1,T2,4.0,5.0,8.9
67,T1,3.0,5.0,8.8
67,T2,3.0,5.0,8.9
1,T1,3.0,5.0,8.6
1,T2,3.0,5.0,9.0
4,T2,17.0,5.0,9.0
12,T3,4.0,5.0,9.0
16,T2,17.0,5.0,8.1
68,B2,42.0,5.0,8.1
2,T5,4.0,5.0,8.1
2,T1,4.0,5.0,8.9
2,T2,4.0,5.0,8.8
4,T2,4.0,5.0,8.4
6,S1,4.0,5.0,8.4
6,S1,4.0,5.0,8.6
6,T1,4.0,5.0,8.4
8,T2,4.0,5.0,9.2
9,T1,4.0,5.0,8.4
9,T2,4.0,5.0,8.9
10,T1,3.0,5.0,8.3
10,T2,3.0,5.0,8.4
68,B2,9.0,5.0,8.6
68,B2,42.0,5.0,8.9
1,T5,3.0,5.0,8.9
1,T2,17.0,5.0,9.1
3,T1,41.0,5.0,8.6
3,T2,41.0,5.0,6.5
11,T3,3.0,5.0,8.4
13,T1,4.0,5.0,8.7
13,T2,4.0,5.0,8.5
15,T1,3.0,5.0,8.9
23,T1,17.0,5.0,8.0
23,T2,17.0,5.0,9.0
2,T1,4.0,4.0,7.8
2,T2,4.0,4.0,7.1
4,T1,4.0,4.0,7.7
4,T1,4.0,4.0,7.8
6,T2,4.0,4.0,7.5
8,T1,4.0,4.0,7.2
1,T1,17.0,4.0,7.8
15,T2,3.0,4.0,7.7
25,T5,3.0,4.0,6.8
67,T1,3.0,4.0,6.9
67,T6,3.0,3.0,6.2
5,A,40.0,2.0,2.3
4,T2,4.0,5.0,7.9
3,T1,4.0,5.0,9.0
3,T2,4.0,5.0,8.5
2,T1,4.0,5.0,8.2
2,T2,4.0,5.0,9.7
3,T1,4.0,5.0,9.0
3,T2,4.0,5.0,9.1
3,T3,4.0,5.0,9.2
12,C1,17.0,5.0,8.5
27,C1,17.0,5.0,7.9
16,T2,4.0,5.0,9.3
9,T1,17.0,5.0,8.6
9,T6,17.0,5.0,8.5
10,T2,4.0,5.0,9.0
9,T1,17.0,5.0,8.2
5,T3,17.0,5.0,8.3
20,T2,17.0,5.0,9.1
3,T3,17.0,5.0,9.1
3,T2,17.0,5.0,8.8
4,T1,17.0,5.0,8.3
4,T2,17.0,5.0,8.5
12,T1,4.0,5.0,8.4
3,T1,4.0,5.0,8.7
3,T2,4.0,5.0,9.2
3,T3,4.0,5.0,8.9
5,T1,4.0,5.0,6.9
2,T1,4.0,5.0,8.5
1,T5,4.0,5.0,8.8
26,T1,4.0,5.0,8.1
26,T3,4.0,5.0,9.2
15,T1,3.0,5.0,8.0
15,T2,3.0,5.0,9.2
3,T1,3.0,5.0,8.2
3,T2,3.0,5.0,9.3
16,T1,3.0,5.0,8.4
68,B2,42.0,5.0,9.2
65,B2,42.0,5.0,8.4
68,B2,42.0,5.0,9.0
68,B2,42.0,5.0,9.2
2,T1,4.0,5.0,9.1
2,T2,4.0,5.0,9.4
2,T1,4.0,5.0,8.4
2,T2,4.0,5.0,9.2
12,C2,17.0,4.0,7.7
20,T1,17.0,4.0,7.5
3,T1,17.0,4.0,7.6
12,T2,4.0,4.0,7.5
5,T2,4.0,4.0,7.3
2,T2,4.0,4.0,7.8
1,T1,4.0,3.0,
65,B2,42.0,4.0,7.1
7,T1,4.0,3.0,
7,T2,4.0,4.0,7.4
68,B2,42.0,5.0,8.8
2,T1,4.0,5.0,8.3
2,T2,4.0,5.0,8.6
2,T1,4.0,5.0,8.7
2,T2,4.0,5.0,8.9
2,T1,3.0,5.0,8.4
2,T2,3.0,5.0,8.9
73,T2,17.0,5.0,9.2
68,B2,42.0,5.0,8.2
2,T1,24.0,5.0,7.9
2,T2,24.0,5.0,8.1
68,B2,42.0,5.0,
68,B2,9.0,5.0,
68,B2,42.0,5.0,
65,B2,42.0,5.0,
73,T1,3.0,5.0,
16,T3,41.0,5.0,8.8
13,T5,41.0,5.0,8.1
15,T1,4.0,5.0,8.1
6,T5,4.0,5.0,9.2
2,T5,4.0,5.0,8.0
65,T1,4.0,5.0,7.9
65,T5,4.0,5.0,8.8
48,A,36.0,3.0,
11,A,36.0,3.0,6.6
98,A,36.0,3.0,6.6
2,T2,4.0,4.0,7.3
2,T1,4.0,4.0,7.4
10,T1,38.0,4.0,7.5
68,B2,42.0,4.0,7.0
65,B2,42.0,4.0,
73,T2,3.0,4.0,7.8
15,T2,4.0,4.0,7.8
65,T4,4.0,4.0,7.1
2,T1,4.0,4.0,7.3
2,T2,4.0,4.0,7.4
9,A,40.0,0.0,
26,A,36.0,5.0,
30,A,36.0,3.0,
53,A,36.0,4.0,
53,A,36.0,4.0,5.4
54,A,36.0,3.0,
28,A,36.0,3.0,4.2
5,A,36.0,3.0,6.7
9,A,36.0,4.0,
4,A,36.0,4.0,4.5
18,A,36.0,5.0,8.1
27,A,36.0,3.0,5.8
68,B2,42.0,5.0,9.0
68,B2,42.0,5.0,8.5
68,B2,42.0,5.0,8.8
6,T3,3.0,5.0,8.7
16,T2,4.0,5.0,8.6
2,T3,38.0,5.0,8.4
2,T1,4.0,5.0,8.0
2,T2,4.0,5.0,8.0
7,T1,4.0,5.0,8.0
7,T2,4.0,5.0,8.0
13,T5,4.0,5.0,8.7
1,T2,4.0,5.0,8.8
8,T2,38.0,5.0,8.7
1,T2,6.0,5.0,8.0
4,T2,4.0,5.0,8.8
4,T5,4.0,5.0,9.0
12,T2,38.0,5.0,8.2
4,S1,4.0,5.0,9.9
55,T3,4.0,5.0,9.1
4,T1,4.0,5.0,8.7
4,T2,4.0,5.0,8.2
1,T2,24.0,5.0,9.3
8,T4,4.0,5.0,8.8
67,T1,3.0,5.0,8.5
67,T2,3.0,5.0,9.5
9,T1,4.0,5.0,8.0
55,S2,13.0,5.0,7.9
2,T1,4.0,5.0,8.1
2,T2,4.0,5.0,8.4
6,T1,4.0,5.0,7.9
6,T2,4.0,5.0,8.5
68,B2,42.0,5.0,8.5
68,B2,42.0,5.0,8.0
0,A,,5.0,8.5
0,A,,5.0,8.3
68,B2,42.0,4.0,7.3
88,S1,3.0,4.0,7.7
1,T1,4.0,4.0,7.6
12,T1,38.0,3.0,5.8
12,T2,38.0,4.0,7.2
8,T1,38.0,4.0,7.6
1,T1,6.0,3.0,6.7
4,T1,4.0,4.0,7.3
12,T1,38.0,4.0,7.6
13,T3,4.0,4.0,7.1
12,P1,13.0,3.0,6.2
12,P2,13.0,4.0,7.0
65,B2,42.0,2.0,2.1
16,T2,3.0,5.0,8.3
55,S1,13.0,5.0,8.5
90,B2,13.0,5.0,8.3
90,B2,22.0,5.0,8.0
90,B2,22.0,5.0,8.5
68,B2,42.0,5.0,8.1
65,B2,42.0,5.0,6.9
8,S2,38.0,5.0,8.4
99,B2,4.0,5.0,8.6
53,T2,4.0,5.0,9.0
65,B2,42.0,5.0,8.8
65,B2,9.0,5.0,8.8
68,B2,42.0,5.0,8.4
10,T1,4.0,4.0,7.8
1,T1,24.0,4.0,7.7
90,B2,22.0,4.0,6.9
90,B2,22.0,4.0,7.8
90,B2,22.0,4.0,7.7
53,A,33.0,4.0,7.2
4,T1,4.0,4.0,7.8
4,T2,4.0,4.0,6.7
68,B2,42.0,4.0,7.3
68,B2,42.0,4.0,7.3
65,B2,42.0,4.0,2.7
16,T1,4.0,5.0,9.0
4,A,33.0,5.0,8.6
5,A,33.0,5.0,7.9
9,A,33.0,5.0,8.4
21,A,33.0,5.0,9.1
26,A,33.0,5.0,7.9
78,A,33.0,5.0,8.1
98,A,33.0,5.0,7.9
54,A,40.0,4.0,7.1
90,B2,13.0,4.0,7.5
10,A,33.0,4.0,7.8
11,A,33.0,4.0,7.8
12,A,33.0,4.0,6.8
27,A,33.0,4.0,7.2
28,A,33.0,4.0,7.1
48,A,33.0,4.0,7.5
53,A,33.0,4.0,
53,A,33.0,4.0,6.2
54,A,33.0,4.0,7.2
79,A,33.0,4.0,7.4
81,A,33.0,4.0,2.6
97,A,33.0,4.0,7.2
99,A,33.0,4.0,7.5
53,A,33.0,4.0,5.3
2,T1,5.0,5.0,8.0
68,B2,42.0,5.0,8.3
68,B2,42.0,5.0,8.0
68,B2,42.0,5.0,8.3
68,B2,42.0,5.0,8.7
68,B2,42.0,5.0,8.1
68,B2,42.0,5.0,8.1
68,B2,42.0,5.0,8.3
68,B2,42.0,5.0,7.9
1,T2,17.0,5.0,8.4
65,T2,3.0,5.0,8.7
15,T1,3.0,5.0,8.5
2,T2,3.0,5.0,8.2
16,T2,4.0,5.0,8.1
16,T2,4.0,5.0,8.6
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
67,T2,4.0,5.0,
62,T1,4.0,5.0,
62,T3,4.0,5.0,
66,T1,4.0,5.0,2.6
66,T2,4.0,5.0,8.0
19,T1,4.0,5.0,8.2
21,T1,4.0,5.0,8.7
21,T2,4.0,5.0,
68,B2,42.0,5.0,
25,T2,4.0,5.0,
3,T5,4.0,5.0,8.2
2,T2,4.0,5.0,7.9
65,T2,4.0,5.0,8.3
2,T2,4.0,5.0,8.6
2,T2,4.0,5.0,8.3
9,B1,24.0,5.0,8.1
68,B2,42.0,5.0,
65,T1,17.0,5.0,8.1
65,T6,17.0,5.0,9.0
3,T2,3.0,5.0,8.0
4,T2,4.0,5.0,8.3
55,T3,4.0,5.0,8.9
55,S1,4.0,5.0,8.5
55,T6,4.0,5.0,8.6
55,S1,4.0,5.0,8.9
25,T1,17.0,5.0,8.5
25,T2,17.0,5.0,8.0
65,T2,17.0,5.0,9.5
65,T6,17.0,5.0,8.7
12,T1,3.0,5.0,8.1
12,T2,3.0,5.0,8.8
65,T1,3.0,5.0,8.0
65,T3,3.0,5.0,8.2
65,T2,17.0,5.0,9.0
4,T1,3.0,5.0,8.1
6,T3,3.0,5.0,8.3
23,T1,17.0,5.0,9.1
23,T2,17.0,5.0,8.1
13,T5,4.0,5.0,8.4
19,T1,4.0,5.0,8.6
2,T3,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
67,T4,4.0,5.0,
5,T3,4.0,5.0,
2,T1,3.0,5.0,
68,B2,42.0,5.0,
2,T2,4.0,5.0,
65,P2,42.0,5.0,
68,B2,42.0,4.0,7.6
68,B2,42.0,4.0,7.0
65,B2,42.0,3.0,
68,B2,42.0,4.0,6.9
68,B2,42.0,4.0,7.2
68,B2,42.0,4.0,7.6
65,B2,42.0,4.0,7.7
68,B2,42.0,4.0,7.3
68,B2,42.0,4.0,7.6
65,B2,42.0,3.0,5.1
1,T1,17.0,4.0,7.6
65,T1,17.0,4.0,7.0
65,T2,17.0,4.0,7.6
1,T1,17.0,4.0,7.7
1,T2,17.0,4.0,7.8
1,T1,17.0,4.0,7.4
1,T2,17.0,4.0,7.6
1,T1,17.0,4.0,7.5
1,T2,17.0,4.0,7.4
65,T1,3.0,4.0,7.0
15,T2,3.0,4.0,7.8
4,T1,4.0,4.0,7.3
4,T2,4.0,4.0,7.2
68,B2,42.0,4.0,7.2
68,B2,42.0,3.0,6.8
16,T1,4.0,4.0,7.5
1,T1,4.0,3.0,6.8
1,T2,4.0,4.0,
16,T1,4.0,4.0,7.8
20,T1,4.0,3.0,6.1
20,T2,4.0,4.0,7.4
20,T5,4.0,4.0,7.5
4,T2,4.0,4.0,7.5
67,T1,4.0,4.0,
67,T2,4.0,4.0,
4,T2,4.0,2.0,
3,T1,4.0,4.0,7.5
9,T1,4.0,4.0,7.6
9,T2,4.0,3.0,6.4
4,T1,4.0,4.0,
4,T2,4.0,4.0,
2,T1,4.0,4.0,7.6
2,T2,4.0,3.0,6.8
2,T1,4.0,4.0,7.5
2,T2,4.0,4.0,7.6
3,T1,4.0,4.0,7.8
3,T2,4.0,4.0,7.0
11,T5,4.0,4.0,7.6
13,T1,4.0,4.0,7.1
13,T5,4.0,4.0,7.8
2,T1,4.0,4.0,7.5
68,B2,42.0,3.0,6.8
13,T2,4.0,4.0,7.3
2,T1,4.0,4.0,7.5
2,T1,4.0,4.0,7.4
9,B2,24.0,4.0,7.6
16,T1,13.0,4.0,7.0
4,T1,13.0,2.0,1.9
68,B2,42.0,4.0,7.0
65,B2,42.0,4.0,7.5
65,B2,42.0,4.0,7.4
65,B2,42.0,4.0,7.4
68,B2,42.0,4.0,7.8
68,B2,42.0,4.0,7.0
2,T1,4.0,4.0,7.3
2,T2,4.0,4.0,7.2
4,T1,4.0,4.0,6.8
4,T2,4.0,4.0,6.5
3,T1,3.0,4.0,6.5
3,T2,3.0,4.0,5.8
99,T1,17.0,4.0,7.2
99,T5,17.0,4.0,7.5
3,T1,3.0,4.0,7.2
4,T1,4.0,4.0,7.4
8,T1,4.0,4.0,6.6
8,T2,4.0,4.0,6.5
4,T1,4.0,4.0,7.0
4,T2,4.0,4.0,7.2
55,S1,4.0,4.0,5.1
55,T6,4.0,4.0,7.8
65,B2,42.0,4.0,6.3
65,T1,17.0,4.0,7.7
25,T1,17.0,4.0,7.5
25,T2,17.0,4.0,7.4
67,T2,4.0,0.0,
9,A,,4.0,
9,A,,4.0,
4,T2,,5.0,9.1
8,T3,,5.0,8.0
4,T1,,5.0,8.7
8,T4,4.0,5.0,8.6
2,T1,38.0,5.0,8.1
65,T2,38.0,5.0,9.1
99,T1,41.0,5.0,8.3
3,T4,24.0,5.0,7.9
3,T5,24.0,5.0,8.7
9,T1,24.0,5.0,7.9
9,T2,24.0,5.0,8.1
56,B2,38.0,5.0,8.1
2,T2,4.0,5.0,8.6
3,T2,4.0,5.0,8.5
10,T4,4.0,5.0,9.4
4,T2,4.0,5.0,8.9
4,T2,4.0,5.0,8.5
4,T1,13.0,5.0,8.0
8,T2,4.0,5.0,8.2
2,T2,4.0,5.0,8.4
17,T2,4.0,5.0,8.4
1,T5,4.0,5.0,8.7
16,T2,4.0,5.0,8.3
2,T1,17.0,5.0,8.3
15,T1,17.0,5.0,9.5
15,T2,17.0,5.0,9.0
68,B2,42.0,5.0,9.0
4,A,,2.0,
4,T1,,4.0,7.7
4,T2,4.0,3.0,5.7
65,T1,38.0,2.0,1.0
2,T1,24.0,3.0,5.8
2,T2,24.0,4.0,7.8
2,T1,38.0,3.0,5.8
13,T1,24.0,4.0,7.8
13,T3,24.0,4.0,7.3
3,B1,24.0,4.0,7.7
2,T1,4.0,2.0,3.2
3,T3,4.0,4.0,7.2
3,T3,4.0,4.0,7.2
16,T1,4.0,4.0,7.7
29,A,36.0,2.0,1.5
4,T1,4.0,4.0,7.5
4,T1,4.0,3.0,6.0
4,T2,13.0,4.0,7.2
8,T1,4.0,4.0,6.7
27,T1,17.0,4.0,7.4
2,T1,17.0,3.0,6.5
6,T1,17.0,4.0,7.3
2,T1,4.0,2.0,3.1
18,T1,4.0,3.0,6.3
18,T2,4.0,4.0,7.5
18,S1,4.0,4.0,7.5
55,S1,4.0,4.0,7.5
1,T1,4.0,2.0,2.5
9,T1,4.0,4.0,7.5
9,T2,4.0,4.0,7.4
2,T2,17.0,4.0,7.7
2,T4,3.0,4.0,7.7
68,B2,9.0,4.0,7.8
53,A,33.0,5.0,8.2
90,A,33.0,5.0,8.1
92,A,33.0,5.0,8.1
96,A,33.0,5.0,7.9
30,A,33.0,5.0,8.3
93,A,33.0,5.0,8.5
18,A,33.0,5.0,8.5
68,A,33.0,5.0,8.9
54,A,40.0,5.0,8.6
84,A,33.0,0.0,
29,A,33.0,4.0,3.2
26,A,36.0,4.0,5.7
30,A,36.0,4.0,5.7
53,A,36.0,4.0,3.5
18,A,36.0,4.0,6.1
48,A,36.0,4.0,4.4
79,A,36.0,4.0,7.4
53,A,36.0,4.0,5.6
54,A,36.0,4.0,5.4
28,A,36.0,4.0,2.3
5,A,36.0,4.0,4.7
9,A,36.0,4.0,5.6
4,A,36.0,4.0,6.3
12,A,36.0,4.0,5.6
27,A,36.0,4.0,6.1
11,A,36.0,4.0,7.4
30,A,40.0,4.0,2.5
28,A,40.0,4.0,2.6
5,A,40.0,4.0,2.3
9,A,40.0,4.0,2.3
79,A,40.0,4.0,2.4
