loc,type,provider,estimate,RIN
1,T5,18.0,5.0,
1,T2,18.0,5.0,
1,T1,18.0,5.0,
1,T5,18.0,5.0,
2,T2,18.0,5.0,
3,T1,24.0,5.0,
8,T5,18.0,5.0,
13,T1,18.0,5.0,
13,T5,18.0,5.0,
56,T1,3.0,5.0,
56,T2,3.0,5.0,
66,T2,24.0,5.0,
1,T2,18.0,5.0,
2,T1,18.0,5.0,
66,T1,24.0,5.0,
94,T1,24.0,5.0,
1,T2,17.0,5.0,
5,T2,17.0,5.0,
9,T1,17.0,5.0,
9,T1,3.0,5.0,
13,T5,3.0,5.0,
13,T2,1.0,5.0,
1,T2,24.0,5.0,
9,A,21.0,5.0,
11,A,21.0,5.0,
11,A,21.0,5.0,
27,A,21.0,5.0,
47,A,21.0,5.0,
68,A,21.0,5.0,
16,A,21.0,4.0,
26,A,21.0,4.0,
80,A,29.0,4.0,
5,A,21.0,4.0,
9,A,21.0,4.0,
26,A,21.0,4.0,
13,T4,24.0,5.0,
2,T2,18.0,5.0,
2,T1,24.0,5.0,
9,S2,18.0,5.0,
95,T1,17.0,5.0,
2,T1,24.0,5.0,
2,T1,24.0,5.0,
10,T1,24.0,5.0,
2,T2,24.0,5.0,
3,T2,24.0,5.0,
12,A,25.0,5.0,
11,A,25.0,5.0,
16,A,25.0,5.0,
27,A,25.0,5.0,
5,A,25.0,5.0,
27,A,25.0,5.0,
27,A,25.0,5.0,
7,A,21.0,5.0,
26,A,25.0,4.0,
97,A,25.0,4.0,
98,A,25.0,4.0,
11,A,25.0,4.0,
98,A,25.0,4.0,
27,A,21.0,5.0,
9,A,25.0,4.0,
12,A,25.0,5.0,
16,A,25.0,4.0,
98,A,25.0,4.0,
78,A,25.0,5.0,
2,T4,24.0,5.0,
2,T2,17.0,5.0,
1,T2,17.0,5.0,
1,T1,18.0,5.0,
2,T4,17.0,5.0,
2,T1,17.0,5.0,
2,T2,17.0,5.0,
2,T2,17.0,5.0,
2,T1,17.0,5.0,
2,T2,17.0,5.0,
2,T1,17.0,5.0,
2,T1,24.0,5.0,
4,A,21.0,5.0,
5,A,29.0,5.0,
9,A,21.0,5.0,
9,A,29.0,5.0,
27,A,21.0,5.0,
27,A,29.0,5.0,
47,A,21.0,5.0,
4,A,16.0,5.0,
11,A,21.0,5.0,
27,A,21.0,5.0,
47,A,21.0,5.0,
68,A,21.0,5.0,
2,T1,24.0,5.0,
84,A,16.0,5.0,
9,T2,17.0,5.0,
6,S2,18.0,5.0,
9,T1,24.0,5.0,
11,T1,24.0,5.0,
11,T2,24.0,5.0,
32,T1,17.0,5.0,
95,T1,17.0,5.0,
2,T2,17.0,5.0,
28,A,21.0,4.0,
11,A,21.0,4.0,
26,A,21.0,4.0,
99,A,21.0,4.0,
4,A,21.0,4.0,
7,A,21.0,4.0,
7,A,16.0,4.0,
26,A,21.0,4.0,
9,A,29.0,5.0,
27,A,29.0,5.0,
1,T1,17.0,5.0,
1,T2,17.0,5.0,
1,T4,17.0,5.0,
5,T1,17.0,5.0,
5,T2,17.0,5.0,
28,S2,17.0,5.0,
47,T1,24.0,5.0,
67,T1,17.0,5.0,
2,T2,17.0,5.0,
2,T2,24.0,5.0,
2,T2,24.0,5.0,
10,T2,24.0,5.0,
11,T2,24.0,5.0,
1,T2,17.0,5.0,
1,T2,17.0,5.0,
1,T2,17.0,5.0,
13,T3,17.0,5.0,
13,T5,17.0,5.0,
13,T5,17.0,5.0,
24,S1,17.0,5.0,
24,S2,17.0,5.0,
11,A,25.0,5.0,
12,A,25.0,5.0,
27,A,25.0,5.0,
99,A,21.0,4.0,
27,A,29.0,4.0,
80,A,29.0,4.0,
4,A,25.0,4.0,
47,A,21.0,5.0,
99,A,21.0,5.0,
80,A,29.0,5.0,
1,T4,17.0,5.0,
1,T1,4.0,5.0,
1,T5,4.0,5.0,
2,T3,17.0,5.0,
2,T1,17.0,5.0,
2,T3,17.0,5.0,
2,T1,4.0,5.0,
2,T3,4.0,5.0,
13,T5,17.0,5.0,
13,T5,24.0,5.0,
68,T2,4.0,5.0,
1,T1,17.0,5.0,
1,T5,24.0,5.0,
1,T2,24.0,5.0,
2,T3,17.0,5.0,
2,T4,24.0,5.0,
2,T1,4.0,5.0,
2,T6,4.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
2,T4,4.0,5.0,
4,T1,4.0,5.0,
4,T3,4.0,5.0,
9,T1,17.0,5.0,
10,T4,17.0,5.0,
12,T2,4.0,5.0,
9,T1,,5.0,
27,T1,17.0,5.0,
4,A,21.0,5.0,
68,A,21.0,5.0,
98,A,25.0,4.0,
98,A,21.0,4.0,
4,A,25.0,4.0,
11,A,21.0,5.0,
4,A,21.0,5.0,
7,A,21.0,5.0,
11,A,21.0,5.0,
16,A,21.0,5.0,
26,A,21.0,5.0,
27,A,21.0,5.0,
29,A,21.0,5.0,
53,A,21.0,5.0,
80,A,21.0,5.0,
98,A,21.0,5.0,
99,A,21.0,5.0,
23,T5,17.0,5.0,
1,T1,18.0,5.0,
1,T2,18.0,5.0,
1,T1,3.0,5.0,
1,T2,3.0,5.0,
2,T3,3.0,5.0,
8,S2,17.0,5.0,
12,C1,3.0,5.0,
12,C2,3.0,5.0,
13,T1,4.0,5.0,
13,T2,4.0,5.0,
13,T5,4.0,5.0,
1,T1,24.0,5.0,
78,A,25.0,4.0,
5,A,21.0,4.0,
10,A,21.0,4.0,
12,A,21.0,4.0,
27,A,21.0,4.0,
1,T2,18.0,5.0,
1,T2,18.0,5.0,
1,T5,3.0,5.0,
1,T1,3.0,5.0,
8,S1,17.0,5.0,
10,T2,4.0,5.0,
16,T1,4.0,5.0,
21,T1,4.0,5.0,
21,T2,4.0,5.0,
21,T1,4.0,5.0,
21,T2,4.0,5.0,
23,T1,4.0,5.0,
53,T2,3.0,5.0,
65,T1,4.0,5.0,
65,T2,4.0,5.0,
1,T2,17.0,5.0,
2,T1,3.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
16,T1,4.0,5.0,
16,T2,4.0,5.0,
2,T2,1.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
7,T2,4.0,5.0,
80,A,29.0,4.0,
1,T1,17.0,5.0,
1,T2,4.0,5.0,
1,T5,4.0,5.0,
1,T2,4.0,5.0,
2,T2,4.0,5.0,
5,T2,17.0,5.0,
5,T2,17.0,5.0,
6,T1,4.0,5.0,
6,T2,4.0,5.0,
6,T1,4.0,5.0,
6,T2,4.0,5.0,
15,T2,4.0,5.0,
65,T1,4.0,5.0,
65,T6,4.0,5.0,
2,T2,7.0,5.0,
2,T2,17.0,5.0,
2,T2,17.0,5.0,
7,T2,17.0,5.0,
8,T1,17.0,5.0,
8,T1,17.0,5.0,
8,T1,17.0,5.0,
8,T2,17.0,5.0,
8,T1,17.0,5.0,
8,T1,4.0,5.0,
8,T5,4.0,5.0,
17,T2,18.0,5.0,
27,T1,17.0,5.0,
2,T1,17.0,5.0,
66,T1,17.0,5.0,
66,T2,17.0,5.0,
1,T2,4.0,5.0,
1,T2,1.0,5.0,
1,T2,4.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
3,T3,4.0,5.0,
4,T1,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T3,4.0,5.0,
7,T1,4.0,5.0,
7,T2,4.0,5.0,
7,T2,4.0,5.0,
11,A,21.0,5.0,
68,A,21.0,5.0,
78,A,21.0,5.0,
99,A,21.0,5.0,
99,T1,1.0,5.0,
1,T1,3.0,5.0,
1,T2,3.0,5.0,
1,T1,3.0,5.0,
2,T3,3.0,5.0,
2,T2,4.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
2,T4,4.0,5.0,
4,T1,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
7,T2,3.0,5.0,
8,T5,3.0,5.0,
17,T2,3.0,5.0,
67,T2,3.0,5.0,
73,T3,4.0,5.0,
7,T1,4.0,5.0,
7,T2,4.0,5.0,
17,T2,4.0,5.0,
65,S2,4.0,5.0,
16,A,,4.0,
27,A,25.0,4.0,
9,A,25.0,4.0,
27,A,25.0,4.0,
78,A,21.0,5.0,
1,T2,1.0,5.0,
2,T1,18.0,5.0,
2,T2,18.0,5.0,
2,T1,18.0,5.0,
4,T2,4.0,5.0,
1,T5,3.0,5.0,
2,T1,4.0,5.0,
1,T1,18.0,5.0,
1,T2,18.0,5.0,
2,T5,3.0,5.0,
2,T1,3.0,5.0,
2,T2,3.0,5.0,
2,T1,18.0,5.0,
2,T2,18.0,5.0,
5,T5,3.0,5.0,
11,T1,3.0,5.0,
11,T2,3.0,5.0,
9,A,21.0,4.0,
9,A,21.0,4.0,
4,A,21.0,4.0,
1,T2,1.0,5.0,
4,T1,4.0,5.0,
9,T1,18.0,5.0,
9,T2,18.0,5.0,
12,T1,18.0,5.0,
12,T2,18.0,5.0,
12,T1,1.0,5.0,
21,T2,1.0,5.0,
65,T5,3.0,5.0,
99,T1,1.0,5.0,
1,T1,1.0,5.0,
1,T2,1.0,5.0,
1,T2,1.0,5.0,
1,T1,1.0,5.0,
1,T2,1.0,5.0,
1,T2,18.0,5.0,
1,T5,18.0,5.0,
4,T2,30.0,5.0,
4,T2,30.0,5.0,
4,T2,30.0,5.0,
12,T2,1.0,5.0,
11,A,25.0,4.0,
99,A,21.0,4.0,
27,A,16.0,5.0,
27,A,21.0,5.0,
68,A,21.0,5.0,
90,A,16.0,5.0,
3,T1,5.0,5.0,
98,A,16.0,5.0,
98,A,21.0,5.0,
1,T2,3.0,5.0,
23,T1,1.0,5.0,
23,T2,1.0,5.0,
1,T1,1.0,5.0,
1,T1,1.0,5.0,
1,T2,1.0,5.0,
4,T2,1.0,5.0,
4,T2,4.0,5.0,
4,T5,4.0,5.0,
7,T2,1.0,5.0,
7,T2,1.0,5.0,
11,T1,1.0,5.0,
11,T2,1.0,5.0,
13,T5,18.0,5.0,
13,T5,18.0,5.0,
17,T1,1.0,5.0,
24,S1,1.0,5.0,
24,S2,1.0,5.0,
55,S2,1.0,5.0,
9,A,21.0,4.0,
10,A,16.0,4.0,
4,T1,4.0,5.0,8.7
7,T1,1.0,5.0,8.5
26,A,21.0,4.0,7.6
4,A,21.0,4.0,7.3
97,A,21.0,4.0,7.0
4,A,16.0,3.0,6.6
26,A,16.0,3.0,5.0
28,A,21.0,2.0,4.8
97,A,25.0,2.0,3.7
28,A,16.0,2.0,3.6
53,A,23.0,2.0,3.2
54,A,23.0,2.0,2.9
1,T1,18.0,0.0,2.4
16,T2,4.0,5.0,
1,T2,1.0,5.0,
1,T2,24.0,5.0,
1,T2,1.0,5.0,
2,T2,24.0,5.0,
2,T2,1.0,5.0,
2,T2,1.0,5.0,
2,T3,4.0,5.0,
4,T2,1.0,5.0,
4,T1,31.0,5.0,
4,T2,31.0,5.0,
9,T2,4.0,5.0,
11,T1,1.0,5.0,
11,T2,1.0,5.0,
13,T5,1.0,5.0,
23,T1,4.0,5.0,
23,T2,4.0,5.0,
25,T1,1.0,5.0,
25,T2,1.0,5.0,
55,S2,1.0,5.0,
1,T2,24.0,5.0,
1,T1,24.0,5.0,
1,T2,24.0,5.0,
1,T2,24.0,5.0,
2,T1,3.0,5.0,
2,T2,3.0,5.0,
2,T2,4.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
3,T2,24.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
5,T1,3.0,5.0,
24,B2,4.0,5.0,
26,T2,24.0,5.0,
26,A,16.0,5.0,
4,A,25.0,5.0,
4,A,21.0,5.0,
5,A,21.0,4.0,
12,A,21.0,4.0,
78,A,16.0,4.0,
9,A,21.0,4.0,
11,A,25.0,4.0,
26,A,25.0,4.0,
12,A,21.0,5.0,
4,A,25.0,5.0,
27,A,21.0,5.0,
27,A,25.0,5.0,
65,A,21.0,5.0,
90,A,21.0,5.0,
2,T1,1.0,5.0,
7,T2,24.0,5.0,
9,T1,3.0,5.0,
11,T1,3.0,5.0,
13,T1,24.0,5.0,
55,S1,3.0,5.0,
55,S2,3.0,5.0,
65,B2,4.0,5.0,
65,T1,4.0,5.0,
65,T2,4.0,5.0,
1,T2,24.0,5.0,
1,T2,3.0,5.0,
2,T2,3.0,5.0,
3,T2,24.0,5.0,
12,A,25.0,4.0,
29,A,21.0,4.0,
99,A,21.0,4.0,
4,A,25.0,4.0,
3,T1,24.0,4.0,
1,T2,18.0,5.0,9.6
2,T1,24.0,5.0,9.1
2,T2,24.0,5.0,9.0
2,T1,3.0,5.0,9.2
2,T2,3.0,5.0,10.0
2,T1,18.0,5.0,9.6
2,T2,18.0,5.0,10.0
2,T2,4.0,5.0,9.9
2,T4,4.0,5.0,10.0
2,T1,24.0,5.0,9.9
2,T2,24.0,5.0,9.8
3,T2,24.0,5.0,9.4
3,T1,4.0,5.0,9.0
3,T2,4.0,5.0,9.7
10,T1,4.0,5.0,8.9
10,T2,4.0,5.0,9.0
17,T1,4.0,5.0,9.9
17,T2,4.0,5.0,8.6
55,P2,4.0,5.0,8.1
1,S2,4.0,5.0,9.3
1,T1,4.0,5.0,8.8
1,T2,4.0,5.0,9.0
1,T5,4.0,5.0,9.7
1,T2,4.0,5.0,9.8
2,T2,4.0,5.0,9.6
1,T1,3.0,5.0,9.1
1,T2,3.0,5.0,8.8
2,T1,3.0,5.0,9.2
2,T1,3.0,5.0,9.6
2,T4,3.0,5.0,9.2
2,T1,24.0,5.0,9.3
2,T2,24.0,5.0,9.9
2,T5,24.0,5.0,10.0
3,T2,3.0,5.0,10.0
7,T2,24.0,5.0,
7,T1,3.0,5.0,10.0
11,T1,3.0,5.0,9.3
11,T5,3.0,5.0,9.8
11,T1,24.0,5.0,10.0
11,T2,24.0,5.0,10.0
68,B2,9.0,5.0,10.0
6,T5,3.0,4.0,
26,T1,24.0,4.0,9.4
26,T2,24.0,4.0,9.1
55,S1,1.0,4.0,10.0
2,T5,3.0,4.0,9.7
12,T1,,5.0,9.5
32,T1,,5.0,8.5
54,A,,5.0,8.0
54,A,,5.0,8.9
27,A,,5.0,9.5
27,A,,5.0,8.9
2,T1,4.0,5.0,
99,T2,1.0,5.0,
90,A,21.0,5.0,
27,A,32.0,5.0,
65,B2,,5.0,
53,A,25.0,5.0,
4,A,25.0,5.0,
4,A,32.0,4.0,
16,A,25.0,4.0,
9,A,32.0,4.0,
27,A,25.0,4.0,
98,A,25.0,4.0,
27,A,25.0,5.0,8.4
47,A,16.0,5.0,8.2
98,A,16.0,5.0,8.2
2,T1,4.0,5.0,9.0
4,T1,4.0,5.0,9.7
4,T2,4.0,5.0,9.4
68,B2,9.0,5.0,9.7
2,T2,17.0,5.0,
4,T1,3.0,5.0,8.3
4,T2,3.0,5.0,9.3
13,T1,1.0,5.0,8.9
13,T2,1.0,5.0,8.5
16,T3,4.0,5.0,9.8
25,T1,4.0,5.0,10.0
25,T2,4.0,5.0,9.7
66,T1,4.0,5.0,9.8
66,T2,4.0,5.0,10.0
66,T5,4.0,5.0,8.7
4,T1,4.0,5.0,9.4
4,T2,4.0,5.0,9.8
67,T1,4.0,5.0,9.4
67,T2,4.0,5.0,8.1
16,A,21.0,5.0,
8,T1,17.0,5.0,
12,T1,17.0,5.0,
95,T1,17.0,5.0,
1,T1,17.0,5.0,
8,T1,17.0,5.0,
8,T2,4.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
2,T1,18.0,5.0,
2,T2,18.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
11,T5,4.0,5.0,
17,T2,18.0,5.0,
2,T1,1.0,5.0,
2,T2,1.0,5.0,
11,T1,1.0,5.0,
17,T2,4.0,5.0,
1,T2,18.0,5.0,
1,T2,4.0,5.0,
1,T2,1.0,5.0,
1,T3,4.0,5.0,
1,T1,17.0,5.0,
1,T2,17.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
6,T1,4.0,5.0,
10,T2,17.0,5.0,
13,T3,4.0,5.0,
17,T2,18.0,5.0,
18,T1,4.0,5.0,
21,T1,17.0,5.0,
21,T2,17.0,5.0,
56,B2,18.0,5.0,
99,T1,18.0,5.0,
48,A,16.0,4.0,
26,A,16.0,5.0,8.0
27,A,16.0,5.0,9.1
27,A,32.0,5.0,
27,A,25.0,5.0,8.7
53,A,25.0,5.0,8.9
98,A,25.0,5.0,8.7
4,A,25.0,5.0,9.5
9,A,32.0,5.0,8.9
12,A,32.0,5.0,8.6
27,A,32.0,5.0,8.7
47,A,32.0,5.0,8.5
1,T1,17.0,5.0,9.2
1,T2,17.0,5.0,9.3
2,T1,4.0,5.0,9.1
2,T1,17.0,5.0,9.5
3,T3,4.0,5.0,9.9
3,T2,17.0,5.0,9.0
4,T1,17.0,5.0,
4,T2,17.0,5.0,9.3
8,S2,17.0,5.0,9.5
9,T1,17.0,5.0,8.5
9,T2,17.0,5.0,8.9
9,T1,17.0,5.0,
9,T2,17.0,5.0,8.3
10,T2,17.0,5.0,8.3
13,T5,4.0,5.0,
13,T1,4.0,5.0,
13,T3,4.0,5.0,8.6
67,T2,4.0,5.0,8.8
25,T5,4.0,5.0,9.2
99,T1,17.0,5.0,
4,T2,4.0,5.0,9.0
11,T1,1.0,5.0,9.6
27,A,32.0,5.0,8.7
27,A,25.0,5.0,8.8
27,A,32.0,5.0,9.0
27,A,16.0,5.0,
47,A,16.0,5.0,8.1
9,A,32.0,5.0,8.6
10,T1,17.0,4.0,8.6
10,A,16.0,4.0,7.7
4,A,25.0,4.0,8.3
9,A,32.0,4.0,8.1
97,A,25.0,5.0,8.4
9,A,32.0,5.0,8.4
90,A,16.0,5.0,8.0
9,A,32.0,5.0,8.3
29,A,25.0,5.0,8.6
1,T1,18.0,5.0,6.8
1,T2,18.0,5.0,9.6
2,T3,18.0,5.0,8.5
9,T1,18.0,5.0,9.2
9,A,32.0,5.0,8.8
8,T3,3.0,5.0,9.1
29,A,21.0,5.0,8.3
9,A,32.0,5.0,8.1
9,A,32.0,5.0,9.5
26,A,32.0,5.0,8.4
27,A,32.0,5.0,
47,A,32.0,5.0,10.0
1,T1,3.0,5.0,9.9
1,T2,3.0,5.0,9.5
1,T1,18.0,5.0,9.0
1,T2,18.0,5.0,9.2
1,T1,18.0,5.0,9.1
1,T2,18.0,5.0,9.4
1,T1,18.0,5.0,9.8
1,T2,18.0,5.0,9.3
1,T1,3.0,5.0,8.6
1,T2,3.0,5.0,9.1
2,T2,17.0,5.0,9.0
2,T1,3.0,5.0,9.7
2,T2,3.0,5.0,9.6
3,T1,18.0,5.0,9.6
3,T2,18.0,5.0,9.8
3,T1,3.0,5.0,8.9
3,T2,3.0,5.0,9.9
4,T1,4.0,5.0,10.0
4,T2,4.0,5.0,9.2
4,T1,4.0,5.0,9.4
4,T2,4.0,5.0,9.7
4,T1,4.0,5.0,9.8
4,T2,4.0,5.0,9.9
8,T3,3.0,5.0,10.0
11,T1,3.0,5.0,9.9
11,T2,3.0,5.0,9.9
14,T2,3.0,5.0,9.8
20,T1,3.0,5.0,10.0
20,T2,3.0,5.0,10.0
24,S1,3.0,5.0,9.2
68,B2,9.0,5.0,
1,T1,24.0,5.0,10.0
27,A,32.0,5.0,8.5
3,A,21.0,5.0,8.8
4,A,21.0,5.0,9.8
6,A,21.0,5.0,8.5
9,A,21.0,5.0,9.7
10,A,21.0,5.0,9.2
11,A,21.0,5.0,9.2
12,A,21.0,5.0,8.2
15,A,21.0,5.0,8.4
19,A,21.0,5.0,9.1
26,A,21.0,5.0,9.9
27,A,21.0,5.0,9.4
53,A,21.0,5.0,8.3
75,A,21.0,5.0,9.6
78,A,21.0,5.0,8.2
90,A,21.0,5.0,9.3
97,A,21.0,5.0,9.5
99,A,21.0,5.0,8.3
9,A,32.0,5.0,8.1
9,A,32.0,5.0,9.4
2,T1,17.0,5.0,9.1
1,T2,18.0,5.0,10.0
3,T1,24.0,5.0,8.9
3,T2,24.0,5.0,9.7
3,T2,24.0,5.0,8.9
3,T2,17.0,5.0,9.2
6,T1,18.0,5.0,9.6
8,T1,17.0,5.0,8.6
8,T3,18.0,5.0,9.3
55,S1,17.0,5.0,8.7
2,T1,3.0,5.0,8.6
2,T2,3.0,5.0,8.2
1,T1,18.0,5.0,8.6
1,T2,18.0,5.0,9.3
1,T1,18.0,5.0,8.3
1,T2,18.0,5.0,9.7
1,T1,3.0,5.0,9.9
1,T2,3.0,5.0,8.8
9,A,32.0,4.0,
26,A,25.0,4.0,7.2
80,A,21.0,3.0,6.8
1,T1,17.0,5.0,8.0
1,T1,17.0,5.0,8.2
1,T2,17.0,5.0,9.1
2,T3,24.0,5.0,8.0
10,T1,,5.0,8.5
2,T1,17.0,5.0,8.3
2,T2,17.0,5.0,9.2
2,T2,24.0,5.0,8.7
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,17.0,5.0,
5,T3,17.0,5.0,8.4
9,T1,24.0,5.0,8.5
10,T2,17.0,5.0,9.3
55,S1,17.0,5.0,9.2
62,T5,17.0,5.0,8.9
2,T1,18.0,5.0,9.1
2,T2,18.0,5.0,9.0
6,T1,3.0,5.0,9.0
7,T2,3.0,5.0,9.4
8,T1,18.0,5.0,9.5
8,T2,18.0,5.0,
9,T1,3.0,5.0,9.4
9,T2,3.0,5.0,
10,T5,3.0,5.0,9.5
13,T5,3.0,5.0,9.7
99,T1,17.0,4.0,7.9
27,A,25.0,5.0,
11,A,21.0,5.0,
69,A,21.0,5.0,
1,B1,4.0,5.0,
68,A,21.0,5.0,
27,A,21.0,5.0,
17,T2,4.0,5.0,
1,T2,4.0,5.0,
2,T2,4.0,5.0,
11,T1,1.0,5.0,
11,T1,4.0,5.0,
11,T2,4.0,5.0,
18,T2,4.0,5.0,
23,T2,4.0,5.0,
27,T1,3.0,5.0,
2,T2,17.0,5.0,
2,T1,24.0,5.0,
2,T2,24.0,5.0,
3,T1,17.0,5.0,
3,T2,17.0,5.0,
8,T1,17.0,5.0,
8,T2,17.0,5.0,
1,T2,1.0,5.0,
11,T2,1.0,5.0,
17,T1,4.0,5.0,
1,T2,18.0,5.0,
78,A,21.0,4.0,
98,A,21.0,4.0,
11,A,21.0,4.0,
26,A,21.0,4.0,
1,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T1,1.0,5.0,
1,T2,1.0,5.0,
2,C1,4.0,5.0,
2,C2,4.0,5.0,
11,T1,4.0,5.0,
11,T2,4.0,5.0,
66,T1,4.0,5.0,
66,T2,4.0,5.0,
66,T3,4.0,5.0,
99,B1,4.0,5.0,
99,B2,4.0,5.0,
2,T1,4.0,5.0,
3,B1,1.0,5.0,
3,B2,1.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
75,T1,3.0,5.0,
11,T3,4.0,5.0,
2,T2,1.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
3,T3,4.0,5.0,
1,T2,1.0,5.0,
1,T2,1.0,5.0,
2,T1,1.0,5.0,
2,T2,1.0,5.0,
2,T1,1.0,5.0,
2,T2,1.0,5.0,
11,T1,1.0,5.0,
11,T2,1.0,5.0,
13,T1,4.0,5.0,
13,T5,4.0,5.0,
17,T2,18.0,5.0,
23,T1,4.0,5.0,
23,T2,4.0,5.0,
11,A,25.0,5.0,
99,A,21.0,5.0,
4,A,25.0,4.0,
47,A,21.0,4.0,
98,A,21.0,4.0,
27,A,16.0,4.0,
27,A,25.0,5.0,
65,A,21.0,5.0,
1,T1,17.0,5.0,
1,T2,17.0,5.0,
25,T1,17.0,5.0,
25,T2,17.0,5.0,
1,T1,18.0,5.0,
1,T2,18.0,5.0,
1,T5,18.0,5.0,
1,T2,24.0,5.0,
1,T2,18.0,5.0,
2,T2,24.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
8,T1,24.0,5.0,
8,T1,24.0,5.0,
8,T2,24.0,5.0,
12,T2,24.0,5.0,
21,T1,3.0,5.0,
21,T2,3.0,5.0,
3,T1,3.0,5.0,
3,T2,3.0,5.0,
3,T1,3.0,5.0,
3,T2,3.0,5.0,
8,T2,24.0,5.0,
8,T2,24.0,5.0,
13,T1,3.0,5.0,
13,T5,3.0,5.0,
26,B2,18.0,5.0,
2,T1,17.0,5.0,
3,T1,24.0,5.0,
3,T2,24.0,5.0,
8,T1,17.0,5.0,
4,A,25.0,4.0,
9,A,16.0,5.0,
27,A,16.0,5.0,
2,T2,17.0,5.0,
2,T1,3.0,5.0,
2,T2,3.0,5.0,
4,T1,4.0,5.0,
27,T1,3.0,5.0,
2,T2,17.0,5.0,
61,T6,17.0,5.0,
26,A,25.0,4.0,
27,A,25.0,4.0,
4,A,16.0,4.0,
4,A,16.0,4.0,
26,A,25.0,4.0,
53,A,16.0,4.0,
8,T1,24.0,5.0,
2,T1,17.0,5.0,
2,T3,17.0,5.0,
5,T2,17.0,5.0,
8,T1,17.0,5.0,
8,T2,17.0,5.0,
15,T1,17.0,5.0,
15,T2,17.0,5.0,
21,T4,17.0,5.0,
26,T1,17.0,5.0,
75,T1,17.0,5.0,
26,T1,17.0,5.0,
2,T1,17.0,5.0,
2,T1,17.0,5.0,
2,T1,17.0,5.0,
2,T2,17.0,5.0,
2,T5,17.0,5.0,
2,T4,3.0,5.0,
12,C2,17.0,5.0,
12,T1,17.0,5.0,
88,T1,4.0,5.0,
3,A,25.0,5.0,8.2
4,A,25.0,5.0,8.5
11,A,25.0,5.0,8.2
53,A,25.0,5.0,8.6
54,A,25.0,5.0,8.7
68,A,21.0,5.0,
97,A,25.0,5.0,8.4
2,T2,24.0,5.0,8.5
21,T1,24.0,5.0,8.6
21,T2,24.0,5.0,9.6
1,T5,17.0,5.0,9.3
8,T1,17.0,5.0,8.8
10,T2,17.0,5.0,8.4
6,T3,3.0,5.0,8.6
23,T2,3.0,5.0,9.6
8,T1,17.0,5.0,8.0
1,T2,24.0,5.0,8.3
2,T1,24.0,5.0,9.3
2,T2,24.0,5.0,9.2
2,T2,17.0,5.0,8.6
2,T3,24.0,5.0,9.5
3,T1,24.0,5.0,9.3
4,T2,4.0,5.0,9.4
4,T1,4.0,5.0,9.4
4,T2,4.0,5.0,8.3
4,T1,4.0,5.0,9.5
4,T2,4.0,5.0,8.5
4,T1,4.0,5.0,9.3
4,T2,4.0,5.0,8.3
4,T1,17.0,5.0,8.6
4,T2,17.0,5.0,
8,T1,17.0,5.0,8.6
8,T1,17.0,5.0,9.2
9,T1,24.0,5.0,8.9
14,T2,17.0,5.0,9.2
22,T1,17.0,5.0,9.8
55,S1,17.0,5.0,8.0
55,S2,17.0,5.0,10.0
94,T1,17.0,5.0,9.5
1,T2,24.0,5.0,8.1
1,T1,24.0,5.0,9.3
1,T2,24.0,5.0,8.2
1,T5,24.0,5.0,8.2
2,T1,24.0,5.0,
2,T2,24.0,5.0,9.6
2,T3,24.0,5.0,8.6
4,T1,24.0,5.0,9.0
5,T3,4.0,5.0,9.3
6,T2,24.0,5.0,8.7
7,T2,4.0,5.0,8.7
8,T2,4.0,5.0,8.0
9,T1,24.0,5.0,9.6
9,T1,24.0,5.0,8.9
12,T1,4.0,5.0,8.6
12,T2,4.0,5.0,8.1
26,T2,4.0,5.0,9.8
67,T1,3.0,5.0,9.2
27,C1,24.0,5.0,9.2
1,T2,24.0,5.0,8.1
1,T5,24.0,5.0,9.2
1,T1,3.0,5.0,
1,T2,3.0,5.0,9.6
1,B2,17.0,5.0,10.0
1,T2,17.0,5.0,8.8
1,T5,17.0,5.0,9.8
